id,id_internal,employees,founding_year,indegree,outdegree,innoprob,sustainability_intensity,ai_intensity,3d_printing_intensity,lats,lons
1423,0,1.0,2000.0,0,0,0.49755618,0.1450350493067481,0.0,0.0,49.80983984331776,9.820743983467377
1424,0,112.0,1975.0,4,0,0.2227158,0.0741896946173857,0.0,0.0,48.331758497390766,10.433031959356935
1425,0,1.0,2020.0,0,0,0.10207161,0.0,0.0,0.0,48.08354715118591,9.101123194768158
1426,0,5.0,2013.0,0,0,0.4060898,0.0,0.0,0.0,49.042129071636914,8.344798218913162
1427,0,5.0,2018.0,0,12,0.6417636,0.0855896302921631,0.0,0.0,49.259406278814225,9.475534514242854
1428,0,4.0,1981.0,0,0,0.6293478,0.0,0.0828669373753785,0.0,49.63352392624427,7.6525255903886675
1429,0,,1999.0,0,1,0.49274477,0.0,0.0,0.0,49.032987636516545,9.267706470289706
1430,0,3.0,2015.0,0,0,0.29381895,0.0,0.0,0.0,47.70119674686786,8.686258995433251
1431,0,1.0,2011.0,0,0,0.1102874,0.0,0.0,0.0,48.73495354727413,9.428502613701449
1432,0,,1989.0,1,4,0.25685155,0.0,0.0,0.0,49.08336034255014,9.3303549469985
1433,0,,,0,0,0.39633247,0.3144912975748921,0.0,0.0,47.65540723991337,8.652475125109337
1434,0,,,0,0,0.627415,0.0,0.0,0.0,49.05887615279295,10.25791342293347
1435,0,3.0,2010.0,0,2,0.20409763,0.0,0.0,0.0,48.890720133176245,10.42202582558294
1436,0,,,0,0,0.69979775,0.0,0.0,0.0,47.89954773824705,8.322972198958348
1437,0,2.0,2021.0,0,0,0.36986208,0.0,0.0,0.0,48.30558991603494,9.780312312800028
1438,0,45.0,1976.0,0,2,0.12743965,0.0,0.0,0.0,49.58946474651006,8.553504511823112
1439,0,7.0,2001.0,2,0,,,,,48.62303512955346,8.371291259435395
1440,0,1.0,1990.0,0,0,0.12939024,0.0,0.0,0.0,47.65011227759143,9.945849062041585
1441,0,1.0,1997.0,0,0,0.24000636,0.0,0.0,0.0,47.772517132894066,8.194400364303334
1442,0,180.0,1933.0,0,0,0.4129398,0.0,0.0,0.0,48.29960704064958,9.478954358185359
1443,0,,,0,0,0.24892467,0.0,0.0,0.0,48.37159534425887,8.776303168298938
1444,0,,,0,0,0.6278143,0.0,0.0,0.0,47.768991811330714,10.36996103663298
1445,0,,,1,2,0.34879538,0.2976983001445043,0.0,0.0,47.603638886907476,9.665055407776048
1446,0,1.0,2009.0,0,0,,,,,49.991776339861566,8.349226670712525
1447,0,,,1,2,0.5130404,0.0,0.0,0.0,49.12166581736365,7.661080058562965
1448,0,15.0,2020.0,0,0,0.078086525,0.0,0.0,0.0,49.66737557388869,8.146372699214208
1449,0,3.0,2017.0,0,0,0.18378526,0.0,0.0,0.0,48.98000583745026,8.284487596053182
1450,0,1.0,2020.0,0,0,0.16722503,0.0,0.0,0.0,47.622814660564856,7.943318424431863
1451,0,,,1,4,0.18395314,0.0879272467095658,0.0,0.0,47.78939984965574,8.588133011682332
1452,0,7.0,2009.0,1,0,0.1775612,0.0,0.0,0.0,49.21509995273239,8.74328959307408
1453,0,1.0,2000.0,0,0,0.6755206,0.0,0.0,0.0,47.69157174396669,9.92731608912166
