ordering,reachability,predecessor_,core_distances
5205,0.141183000921268,4067,0.217163774891477
5251,1.194806395070544,723,1.202137347942332
5266,1.152769626817559,1979,1.729672489874428
5273,0.72881127497461,587,0.949555033175881
5391,1.194806395070544,723,1.355787212417566
5396,2.611800323809884,1411,4.213510806394812
5505,0.737720071671662,282,1.074036088660043
5547,0.275037465791257,7223,0.536378902257406
5621,0.814420090113299,653,1.185542797575317
5651,1.109604368650046,4745,1.202513451907998
5724,0.349103593088298,6442,0.65902446937352
5731,1.194806395070544,723,1.531615902224941
5767,0.779301877251282,256,1.079868868611366
5809,1.247718490839975,6700,1.732666358252416
5911,1.190834558198874,5616,1.43016079859593
5932,1.225573726453428,2163,1.821810082784693
5989,0.543030670931394,1929,0.839825895810129
6044,0.694467676106371,654,0.795259399853104
6069,1.578146727489432,7081,2.428001998881164
6197,1.250821761644901,5385,1.676961878282911
6264,0.858724542099405,854,1.270156409466601
6270,1.46899932573495,6644,2.330056917224548
6297,0.0,13,0.0
6369,1.11644087674281,3035,1.396586693359578
6401,1.006887446697497,5253,1.640114926344957
6582,0.858677418485344,6260,1.181638031463866
6634,0.689876094896359,4511,1.288052807977692
6667,0.0,13,0.0
6748,1.03143735783308,3172,1.924257094638312
6792,0.712941618244332,4028,1.202232910014154
7079,0.441597940792596,2101,0.799978671620595
7095,2.706426624948654,2986,4.330853677834394
7103,1.118681743421809,2525,1.776876115780383
7183,0.961398990122026,6145,1.481161912634114
7264,0.0,13,0.0
7268,0.727792012846389,1191,1.045649671587146
7270,0.0,13,0.0
5964,1.398790632605312,3696,1.848404356982107
1183,0.0,13,0.0
6308,1.764876708584073,3460,2.481862494104721
6321,0.0,13,0.0
4950,0.0,13,0.0
1754,2.409528156925068,4513,3.899631762321388
1549,2.038837957893834,5990,2.647138714218756
1658,0.0,13,0.0
6627,1.109604368650046,4745,1.376742747833872
2239,1.590066674576876,6743,2.604633671146879
1919,1.191425505494378,3389,1.588277264654266
4229,1.234134396786872,6522,1.937524212915695
2394,0.681989335777603,391,0.842362500508356
4894,0.0,13,0.0
5886,1.194806395070544,723,1.203325419683538
2271,0.712941618244332,4028,1.232622616375032
1047,1.22042193680235,1212,1.66406446333897
2815,0.857937392254558,1983,1.222909149429557
2694,0.615865940261958,3332,0.923794311183925
5585,1.109551466024814,447,1.11813680747045
1200,4.074341999373262,3439,7.357431359728944
5044,1.890908589975094,5554,2.825785223598762
6510,1.563832066608441,1994,2.203987064847968
6707,1.228877801416958,4486,2.097278386146108
1709,0.681989335777603,391,0.917979073037781
1011,0.879874482955527,1911,1.305165687110206
4866,0.917960106630388,7161,1.526774485178068
5868,0.0,13,0.0
6367,1.18247401036876,6728,1.767787881925304
3588,0.600615598974867,6250,0.974590638756611
6006,0.377553858088272,1670,0.69437835617267
1004,1.537194540049714,5645,2.177471905741184
2338,1.109604368650046,4745,1.221241332201839
2781,0.383233590987845,1122,0.697389895329015
3523,0.398938187321627,3337,0.694062015573198
4160,0.568176166203011,2902,0.896883053321482
5210,1.250821761644901,5385,1.401999766441609
6614,0.013966139848219,146,0.026853082352946
7273,0.0,13,0.0
2770,0.06288109609001,3737,0.12294068577731
7256,0.515686961847359,1951,0.897642389546148
471,1.879663063558826,7016,2.802165384960496
3892,1.720207110671325,1120,2.668695896470612
7098,2.385930804383056,3214,3.837691882707212
1452,1.431990216894136,4341,2.229745152921062
1949,4.877619867351828,2570,8.130247763206313
5838,0.571468058529275,718,0.941528656606886
2535,1.494605096016774,3709,1.944020058429203
2551,0.683708870139759,707,0.937247571428004
3721,0.778154495143558,6040,1.190264495809591
7111,1.109604368650046,4745,1.268365331065786
1718,1.891142968027937,163,3.091130736758904
1849,1.240893085289662,3103,1.488663059145322
3924,0.746085594032267,2592,1.140309588675809
5899,1.266105284278,3076,2.070970728249336
6241,1.194806395070544,13,1.194806395070544
2180,1.109604368650046,4745,1.290819136000222
412,1.315965021075134,5047,2.056164028957148
687,1.339925510306769,296,1.762416897317645
2513,0.713071657595882,705,0.870688581458527
3871,1.060094016653708,271,1.648133707528836
5164,1.206670669214064,4501,1.51310633732501
788,0.781767463080318,1779,1.178183584290965
2723,1.982181028919241,4548,3.008705386386447
4132,0.0,13,0.0
4143,0.0,13,0.0
